date,open,high,low,close,volume
26/11/96,5.9558,6.0092,5.8931,5.9461,108238400
27/11/96,5.9608,6.0235,5.9461,6.0138,44446400
29/11/96,6.0138,6.0768,6.0138,6.0672,17152000
02/12/96,6.0912,6.1008,6.0041,6.1008,64502400
03/12/96,6.1252,6.1685,5.9802,5.9825,77563200
04/12/96,5.9995,6.0041,5.8835,5.9268,102542400
05/12/96,5.9318,6.0092,5.8738,5.9171,74950400
06/12/96,5.7624,5.9751,5.7342,5.9125,110238400
09/12/96,6.0618,6.3325,6.0331,6.3232,47359200
10/12/96,6.5259,6.5405,6.3232,6.3325,125725600
11/12/96,6.2652,6.4678,6.1971,6.4485,113558400
12/12/96,6.5746,6.5939,6.2652,6.2652,78272800
13/12/96,6.2745,6.3425,6.1283,6.1878,74532000
16/12/96,6.2072,6.2459,5.9171,5.9365,64883200
17/12/96,5.9264,6.1971,5.9071,6.1778,68944800
18/12/96,6.2938,6.4005,6.1878,6.3905,61796800
19/12/96,6.4972,6.5839,6.4199,6.5645,94609600
20/12/96,6.6133,6.6225,6.4485,6.4678,90414400
23/12/96,6.5065,6.5552,6.4098,6.4779,36892800
24/12/96,6.5065,6.5839,6.4292,6.5645,16246400
26/12/96,6.5939,6.6612,6.5839,6.6133,27905600
27/12/96,6.6133,6.6326,6.4988,6.5166,19079200
30/12/96,6.6032,6.6225,6.4586,6.4586,27279200
31/12/96,6.4972,6.5166,6.3812,6.3905,34367200
02/01/97,6.4292,6.4292,6.2459,6.3131,54480800
03/01/97,6.3619,6.5552,6.3425,6.5452,44131200
06/01/97,6.5452,6.5939,6.4292,6.5259,55948000
07/01/97,6.5359,6.5839,6.4485,6.5746,36880800
08/01/97,6.5746,6.5924,6.4292,6.4485,50593600
09/01/97,6.4779,6.4779,6.3619,6.3712,47763200
10/01/97,6.3425,6.5259,6.3131,6.5166,66556800
13/01/97,6.5839,6.6133,6.4586,6.4779,50361600
14/01/97,6.5166,6.6999,6.5166,6.6032,63728000
15/01/97,6.6225,6.6713,6.5259,6.5452,53058400
16/01/97,6.5746,6.7386,6.5746,6.6519,58688000
17/01/97,6.6225,6.7873,6.6133,6.7386,65368800
20/01/97,6.7293,7.1833,6.6999,7.0193,146220800
21/01/97,7.0093,7.3527,6.9319,7.3481,114592000
22/01/97,7.3573,7.6188,7.3187,7.5314,129236800
23/01/97,7.5894,7.7155,7.3094,7.3287,105048000
24/01/97,7.3573,7.5608,7.2993,7.4208,89817600
27/01/97,7.4641,7.5329,7.3867,7.4347,53263200
28/01/97,7.6087,7.6381,7.3287,7.396,64656800
29/01/97,7.4834,7.5314,7.4061,7.5221,48933600
30/01/97,7.5994,7.8315,7.5801,7.8214,79937600
31/01/97,7.8794,7.9862,7.8021,7.8895,86516000
03/02/97,7.9375,7.997,7.8214,7.9181,60804800
04/02/97,7.9181,7.9862,7.7735,7.9761,56464000
05/02/97,7.9761,8.0055,7.4927,7.6087,110099200
06/02/97,7.5994,7.6087,7.4254,7.512,102122400
07/02/97,7.6087,7.7735,7.5414,7.7634,62448000
10/02/97,7.7928,7.8508,7.5507,7.5608,66804800
11/02/97,7.5994,7.6281,7.3573,7.6188,88834400
12/02/97,7.6087,7.7348,7.5414,7.7247,72001600
13/02/97,7.7735,7.8214,7.6861,7.7348,58292000
14/02/97,7.6861,7.7735,7.5507,7.5701,57395200
18/02/97,7.5507,7.5701,7.4447,7.5314,52545600
19/02/97,7.5314,7.5894,7.4641,7.5414,56383200
20/02/97,7.4927,7.5414,7.3573,7.3674,75395200
21/02/97,7.338,7.3767,7.2707,7.3481,61131200
24/02/97,7.2901,7.7541,7.2707,7.7441,68599200
25/02/97,7.7348,7.8137,7.6474,7.6961,63941600
26/02/97,7.6961,7.7634,7.6087,7.7541,48849600
27/02/97,7.7541,7.7541,7.4254,7.4347,56628800
28/02/97,7.4347,7.6087,7.3821,7.5414,78412000
03/03/97,7.5028,7.7441,7.4734,7.6961,53874400
04/03/97,7.6768,7.7441,7.6281,7.6667,63920800
05/03/97,7.6961,7.8121,7.6768,7.8021,46393600
06/03/97,7.7928,7.8021,7.5592,7.5608,57018400
07/03/97,7.6087,7.6961,7.4641,7.4834,46032000
10/03/97,7.512,7.7441,7.4208,7.7348,45997600
11/03/97,7.7054,7.7781,7.6087,7.6087,47577600
12/03/97,7.5608,7.6961,7.5608,7.6381,43234400
13/03/97,7.5994,7.7441,7.5801,7.7054,45505600
14/03/97,7.7155,7.7541,7.6474,7.6575,61327200
17/03/97,7.6188,7.7928,7.5801,7.7735,83958400
18/03/97,7.7828,7.7975,7.6474,7.7054,59012000
19/03/97,7.5608,7.5994,7.3434,7.4834,111560000
20/03/97,7.4734,7.5608,7.3767,7.4254,81410400
21/03/97,7.4641,7.512,7.1833,7.2707,85829600
24/03/97,7.2026,7.232,6.7772,6.9706,186269600
25/03/97,7.0093,7.0673,6.8739,6.9853,89701600
26/03/97,7.0193,7.3187,7.0093,7.2901,81270400
27/03/97,7.3573,7.4347,7.0387,7.2514,93919200
31/03/97,7.2026,7.3094,7.058,7.092,93825600
01/04/97,6.9706,7.2514,6.942,7.2127,86680800
02/04/97,7.1833,7.2413,7.0387,7.116,63331200
03/04/97,7.0387,7.3767,7.0093,7.3573,92252800
04/04/97,7.2514,7.4834,7.2514,7.2854,94964000
07/04/97,7.396,7.5507,7.3481,7.4154,76511200
08/04/97,7.4734,7.5994,7.3867,7.5994,53339200
09/04/97,7.6667,7.6768,7.5608,7.5801,73762400
10/04/97,7.5608,7.5608,7.3867,7.4834,67913600
11/04/97,7.3867,7.5221,7.3434,7.3481,60033600
14/04/97,7.3287,7.5314,7.222,7.5314,59107200
15/04/97,7.5701,7.6575,7.4154,7.512,84440000
16/04/97,7.4734,7.6188,7.4447,7.5994,42710400
17/04/97,7.6188,7.7348,7.5414,7.5894,71720800
18/04/97,8.0442,8.3242,7.9668,8.3242,231764000
21/04/97,8.2762,8.6529,8.2082,8.3242,155695200
22/04/97,8.3242,8.5709,8.3149,8.5562,82300000
23/04/97,8.5562,8.953,8.5369,8.9043,102814400
24/04/97,9.0203,9.117,8.721,8.827,118163200
25/04/97,8.779,8.9236,8.7597,8.7883,58566400
28/04/97,8.7983,8.8997,8.6336,8.885,67224000
29/04/97,9.0783,9.2137,9.011,9.2044,73953600
30/04/97,9.175,9.4844,9.1557,9.3978,90204000
01/05/97,9.4365,9.5331,9.2238,9.3591,72325600
02/05/97,9.4365,9.5525,9.1998,9.3398,96192000
05/05/97,9.2524,9.3398,8.9337,9.2965,111063200
06/05/97,9.233,9.2624,9.001,9.0737,74770400
07/05/97,9.001,9.2044,8.9043,8.9337,70532800
08/05/97,8.9144,9.1363,8.9043,9.001,53834400
09/05/97,9.1271,9.1657,8.953,9.0304,58392000
12/05/97,9.0884,9.1657,9.0497,9.1363,42976000
13/05/97,9.1557,9.2238,9.0397,9.1077,49813600
14/05/97,9.1557,9.175,8.943,8.9623,60744800
15/05/97,8.9724,9.117,8.9623,9.059,41861600
16/05/97,9.001,9.0497,8.885,8.9291,59913600
19/05/97,8.9817,9.059,8.9043,8.9043,45632000
20/05/97,8.9623,9.2238,8.9144,9.2137,64876800
21/05/97,9.3297,9.5092,9.2624,9.3104,76620000
22/05/97,9.3591,9.4071,9.2624,9.3297,33655200
23/05/97,9.3877,9.5138,9.3491,9.5038,28904800
27/05/97,9.4945,9.8518,9.4651,9.7938,69036000
28/05/97,9.8425,9.8425,9.6584,9.7358,52241600
29/05/97,9.8425,9.9825,9.6685,9.7358,51111200
30/05/97,9.0884,9.7165,9.0884,9.5912,83337600
02/06/97,9.6685,9.7072,9.5231,9.6198,38939200
03/06/97,9.5424,9.5525,9.3297,9.3398,41995200
04/06/97,9.3297,9.4558,9.1464,9.2191,54639200
05/06/97,9.3026,9.3978,9.2431,9.3251,35892000
06/06/97,9.3877,9.6151,9.3591,9.5958,35964000
09/06/97,9.6584,9.7551,9.4751,9.6778,48200000
10/06/97,9.6778,9.8278,9.5718,9.6538,53135200
11/06/97,9.6538,9.8518,9.5571,9.8232,49056800
12/06/97,9.8039,9.9106,9.6971,9.8232,44614400
13/06/97,9.8039,10.0599,9.7892,10.0266,50116000
16/06/97,10.0266,10.162,9.9686,10.162,40612800
17/06/97,10.1713,10.4373,10.1233,10.3793,53191200
18/06/97,10.3066,10.326,10.0599,10.0699,55657600
19/06/97,9.9299,10.1133,9.9005,10.0019,65519200
20/06/97,10.0073,10.162,9.9392,10.046,64240000
23/06/97,10.046,10.1713,9.9005,9.9052,35724800
24/06/97,10.0166,10.22,9.9299,10.2146,39319200
25/06/97,10.278,10.3066,10.0405,10.0893,49576000
26/06/97,10.0653,10.1179,9.8905,9.9199,37312000
27/06/97,9.9879,10.0552,9.8425,9.8619,38198400
30/06/97,9.8905,9.9586,9.7605,9.7745,38286400
01/07/97,9.7799,9.8131,9.5331,9.6639,59377600
02/07/97,9.7165,9.9392,9.5958,9.9299,53237600
03/07/97,10.0599,10.0599,9.9392,10.0212,28764000
07/07/97,10.104,10.1906,10.0073,10.0166,39320000
08/07/97,10.0073,10.1566,9.9733,10.1519,36007200
09/07/97,10.2486,10.2587,10.0166,10.1133,48266400
10/07/97,10.0939,10.1519,9.9686,10.046,43780800
11/07/97,10.0746,10.1372,9.9346,10.0359,38094400
14/07/97,10.1179,10.5193,10.0939,10.5147,57424000
15/07/97,10.6787,10.7707,10.5681,10.7104,75503200
16/07/97,11.0128,11.5635,10.8287,11.4815,111217600
17/07/97,11.6409,11.6602,11.3315,11.5635,131668000
18/07/97,11.2155,11.3996,10.8287,10.8674,158927200
21/07/97,10.8968,10.9061,10.3453,10.5147,127223200
22/07/97,10.5874,11.2008,10.5773,11.1482,101384000
23/07/97,11.2348,11.3609,10.9061,10.9401,95556000
24/07/97,10.7034,10.8581,10.4907,10.674,141855200
25/07/97,10.7127,11.0028,10.616,10.7127,90308800
28/07/97,10.7707,10.7808,10.5,10.5967,56404000
29/07/97,10.5773,10.8334,10.5294,10.8241,79061600
30/07/97,10.8867,10.9834,10.8001,10.9161,78324000
31/07/97,10.9834,10.9935,10.8968,10.9355,42240800
01/08/97,10.9355,10.9687,10.7661,10.8775,58912800
04/08/97,10.8481,10.9834,10.7854,10.9494,46312800
05/08/97,11.0028,11.1675,10.9834,11.0847,59333600
06/08/97,11.0847,11.1868,11.0028,11.0948,43410400
07/08/97,11.1621,11.1675,10.9834,11.1335,43947200
08/08/97,11.0461,11.0708,10.8287,10.8287,66815200
11/08/97,10.8287,10.8481,10.5487,10.6934,72696000
12/08/97,10.7808,10.8094,10.5046,10.5193,60887200
13/08/97,10.6841,10.6934,10.4226,10.524,66731200
14/08/97,10.5193,10.5773,10.3747,10.5387,45900800
15/08/97,10.4807,10.5193,10.2679,10.278,51078400
18/08/97,10.2873,10.3554,10.1326,10.3554,69969600
19/08/97,10.4226,10.7514,10.4134,10.7367,91013600
20/08/97,10.7514,10.8821,10.5967,10.872,51433600
21/08/97,10.9548,11.0128,10.6354,10.6647,64412000
22/08/97,10.4613,10.6354,10.3747,10.616,72161600
25/08/97,10.6647,10.7514,10.4907,10.558,38856800
26/08/97,10.5193,10.5874,10.4226,10.442,34327200
27/08/97,10.4613,10.466,10.2873,10.4079,49371200
28/08/97,10.326,10.3453,10.2099,10.2146,43641600
29/08/97,10.2146,10.3554,10.1906,10.2246,37857600
02/09/97,10.2973,10.6354,10.2873,10.6114,50112800
03/09/97,10.6454,10.7421,10.534,10.5626,42872800
04/09/97,10.5193,10.7127,10.5,10.6887,44476000
05/09/97,10.756,10.8047,10.5387,10.6207,48398400
08/09/97,10.6547,10.814,10.6547,10.7754,42416000
09/09/97,10.7707,10.8481,10.7034,10.79,39465600
10/09/97,10.7421,10.7614,10.4466,10.452,53294400
11/09/97,10.442,10.6261,10.278,10.582,61779200
12/09/97,10.5874,10.7034,10.4907,10.6694,48576000
15/09/97,10.4907,10.616,10.104,10.1086,129003200
16/09/97,10.1906,10.5967,10.1326,10.5487,102538400
17/09/97,10.5681,10.5773,10.2587,10.302,61609600
18/09/97,10.384,10.452,10.1666,10.2293,61077600
19/09/97,10.2293,10.4613,10.2099,10.4567,77435200
22/09/97,10.442,10.51,10.302,10.3113,43251200
23/09/97,10.3306,10.4807,10.2973,10.4807,39946400
24/09/97,10.4907,10.524,10.22,10.244,60040000
25/09/97,10.278,10.3747,10.2146,10.2679,39272000
26/09/97,10.336,10.3453,10.1813,10.3167,36652000
29/09/97,10.326,10.4226,10.278,10.4033,27505600
30/09/97,10.3987,10.5,10.2293,10.2339,43892800
01/10/97,10.2486,10.4033,10.162,10.3554,61466400
02/10/97,10.3453,10.4134,10.2679,10.302,28831200
03/10/97,10.4373,10.5387,10.3167,10.4373,60284800
06/10/97,10.51,10.5387,10.384,10.452,41776800
07/10/97,10.442,10.65,10.4134,10.5626,54548800
08/10/97,10.5681,10.756,10.5387,10.7514,71196800
09/10/97,10.7127,10.8001,10.6841,10.7467,34672800
10/10/97,10.698,10.732,10.5387,10.558,24893600
13/10/97,10.5967,10.6647,10.5626,10.5773,19051200
14/10/97,10.6067,10.6261,10.4714,10.5727,33361600
15/10/97,10.5,10.5193,10.4327,10.5,45003200
16/10/97,10.5294,10.5681,10.2293,10.3577,47327200
17/10/97,10.2973,10.4134,10.0846,10.2293,87720000
20/10/97,10.2873,10.4613,9.8619,10.2587,154052800
21/10/97,10.5294,10.7692,10.466,10.7127,115682400
22/10/97,10.7034,10.7127,10.4714,10.4954,55775200
23/10/97,10.2099,10.616,10.2099,10.4907,66413600
24/10/97,10.5874,10.616,10.3066,10.4714,70030400
27/10/97,10.4327,10.5387,9.9493,9.9686,96795200
28/10/97,10.2293,10.442,9.5525,10.3167,160057600
29/10/97,10.3453,10.4466,10.0653,10.1233,85532800
30/10/97,10.0166,10.162,9.9392,9.9493,72097600
31/10/97,10.1326,10.1713,10.0266,10.0552,46808800
03/11/97,10.1813,10.384,10.1566,10.3747,67714400
04/11/97,10.3646,10.4373,10.302,10.384,49134400
05/11/97,10.4033,10.4134,10.2486,10.3306,42512800
06/11/97,10.3066,10.326,10.1906,10.2146,40266400
07/11/97,10.0599,10.2099,10.046,10.1759,63628800
10/11/97,10.1813,10.2486,10.0359,10.0699,36764800
11/11/97,10.0893,10.1666,10.0073,10.104,37013600
12/11/97,10.0653,10.1326,9.9779,9.9926,45784000
13/11/97,10.0599,10.1813,9.9926,10.1759,60094400
14/11/97,10.1813,10.3554,10.162,10.3113,46663200
17/11/97,10.4033,10.5046,10.3213,10.4327,60094400
18/11/97,10.4373,10.4807,10.3453,10.3646,36683200
19/11/97,10.336,10.452,10.3167,10.4466,31720800
20/11/97,10.4613,10.6067,10.4327,10.5874,53680800
21/11/97,10.6593,10.674,10.5487,10.6647,68220800
24/11/97,10.6067,10.6841,10.4807,10.4807,39084000
25/11/97,10.51,10.7707,10.5,10.7514,56463200
26/11/97,10.7514,10.9741,10.6934,10.9494,63053600
28/11/97,10.9254,11.0028,10.9161,10.9447,17392800
01/12/97,10.9788,11.1381,10.9548,11.1234,49006400
02/12/97,11.1041,11.2062,10.9834,11.0028,50167200
03/12/97,10.9594,11.2201,10.9061,11.1915,57712000
04/12/97,11.1961,11.2835,11.0028,11.0267,62630400
05/12/97,10.9935,11.1961,10.9935,11.0708,48136000
08/12/97,11.0994,11.3415,11.0708,11.3029,49952800
09/12/97,11.2155,11.2449,11.0994,11.1621,51782400
10/12/97,11.0028,11.0801,10.9061,11.0028,66434400
11/12/97,10.8581,10.9061,10.7421,10.756,70189600
12/12/97,10.6547,10.7127,10.5193,10.5773,54308000
15/12/97,10.5534,10.5967,10.2873,10.5294,84305600
16/12/97,10.51,10.8581,10.442,10.756,65401600
17/12/97,10.8194,10.8581,10.4807,10.4907,51472000
18/12/97,10.4033,10.4226,10.0846,10.1233,98774400
19/12/97,9.9586,10.0699,9.7652,9.9539,138065600
22/12/97,9.9879,10.0552,9.7358,9.8232,59063200
23/12/97,9.8278,9.9199,9.5138,9.5378,67195200
24/12/97,9.5718,9.5811,9.1271,9.1998,88411200
26/12/97,9.1944,9.3398,9.1851,9.3398,32388800
29/12/97,9.4651,9.8039,9.4457,9.7698,67815200
30/12/97,9.7799,10.1326,9.7652,10.0746,77864800
31/12/97,10.1326,10.1713,9.9779,9.9972,46147200
02/01/98,10.0266,10.1713,10.0166,10.1426,39748000
05/01/98,10.1519,10.336,9.8905,10.0846,80377600
06/01/98,10.0359,10.2873,9.9972,10.1426,67834400
07/01/98,10.046,10.1473,9.8619,10.0212,61492800
08/01/98,9.9493,10.22,9.8619,10.0939,77619200
09/01/98,10.0599,10.1713,9.7358,9.8232,87534400
12/01/98,9.6391,10.0552,9.6198,10.0166,78393600
13/01/98,10.0166,10.2293,9.9106,10.22,66945600
14/01/98,10.22,10.2486,9.9972,10.1426,54774400
15/01/98,10.0846,10.2873,10.046,10.2339,50622400
16/01/98,10.2393,10.4714,10.2339,10.4613,72943200
20/01/98,10.3747,10.674,10.3646,10.6593,64956000
21/01/98,10.616,10.7081,10.4907,10.5967,85567200
22/01/98,10.4853,10.8194,10.466,10.7228,159139200
23/01/98,10.732,10.7854,10.5735,10.6934,63312000
26/01/98,10.8194,10.9741,10.7088,10.9641,74277600
27/01/98,11.0128,11.2835,10.9494,11.2302,97540800
28/01/98,11.3121,11.5635,11.2541,11.5249,79387200
29/01/98,11.5202,11.6123,11.4088,11.4668,73571200
30/01/98,11.4962,11.6022,11.4189,11.5396,50071200
02/02/98,11.7376,11.999,11.6409,11.9797,98397600
03/02/98,11.999,12.0763,11.8969,12.057,61374400
04/02/98,12.057,12.221,11.9936,12.1289,61940800
05/02/98,12.231,12.279,11.9696,12.023,67014400
06/02/98,12.0183,12.2403,11.999,12.231,50070400
09/02/98,12.279,12.2891,12.0377,12.1583,54681600
10/02/98,12.163,12.337,12.1243,12.3177,48099200
11/02/98,12.3277,12.3803,12.1483,12.2937,76460000
12/02/98,12.2256,12.2937,12.1003,12.279,76658400
13/02/98,12.2697,12.279,12.173,12.1823,42203200
17/02/98,12.2597,12.2597,11.9023,11.941,85673600
18/02/98,11.9603,12.0663,11.8923,11.9603,76608800
19/02/98,12.0276,12.0709,11.9309,11.9797,73773600
20/02/98,12.0276,12.047,11.825,11.999,86092000
23/02/98,12.5211,12.6371,12.2782,12.6263,60401800
24/02/98,12.897,13.1399,12.665,12.7036,118302000
25/02/98,12.9078,13.1492,12.8491,13.1399,94944400
26/02/98,13.2265,13.2559,13.0625,13.2265,61388000
27/02/98,13.2358,13.3039,13.0811,13.1105,47532400
02/03/98,13.2837,13.2837,12.8491,12.8877,50093600
03/03/98,12.781,13.0811,12.7717,13.0718,50753600
04/03/98,12.7531,12.9651,12.617,12.733,71513600
05/03/98,12.2597,12.5984,12.2597,12.385,92255600
06/03/98,12.4236,12.8011,12.4144,12.8011,51404800
09/03/98,12.7624,12.7624,12.2983,12.3123,52256000
10/03/98,12.5598,12.6077,12.3664,12.6077,47406400
11/03/98,12.6851,12.6851,12.337,12.4824,39838800
12/03/98,12.7624,12.781,12.501,12.665,47962000
13/03/98,12.7531,12.8398,12.617,12.7423,32542400
16/03/98,12.7531,12.8011,12.5876,12.6851,27979600
17/03/98,12.6371,12.6371,12.3277,12.4329,53842400
18/03/98,12.385,12.6557,12.3556,12.6464,33887600
19/03/98,12.6077,12.733,12.5691,12.6851,30299200
20/03/98,12.7036,12.8398,12.453,12.6557,56310000
23/03/98,12.5598,13.0904,12.5397,12.9744,55050000
24/03/98,13.0239,13.1584,12.9078,13.1399,32281600
25/03/98,14,14.0681,13.4972,13.7386,124244800
26/03/98,13.6906,13.8546,13.5359,13.6519,45441200
27/03/98,13.8252,13.8252,13.5452,13.5839,38924000
30/03/98,13.6225,13.7092,13.4771,13.604,27463200
31/03/98,13.7092,13.884,13.6906,13.8453,38177200
01/04/98,13.8933,14.0186,13.6906,13.9799,36835600
02/04/98,14.0294,14.2228,13.9025,14.1253,41414800
03/04/98,14.232,14.396,14.1547,14.3867,40987600
06/04/98,14.3279,14.3279,13.7772,13.9134,74232000
07/04/98,13.8159,14.0186,13.4199,13.4972,62630800
08/04/98,13.4199,13.7679,13.3998,13.7587,36793200
09/04/98,13.604,13.8639,13.5359,13.7679,33619200
13/04/98,13.7386,13.7679,13.4199,13.7092,33156400
14/04/98,13.72,13.8546,13.5359,13.6813,28476800
15/04/98,13.8066,14.1346,13.7478,14.1346,40498400
16/04/98,13.9799,14.2413,13.952,14.1841,39695600
17/04/98,14.1547,14.2707,13.9706,14.2506,37402800
20/04/98,14.2893,14.6961,14.2614,14.6373,45535200
21/04/98,14.6482,14.6961,14.4053,14.676,51938400
22/04/98,14.8508,15.3335,14.792,15.2948,80154000
23/04/98,15.0442,15.0628,14.5631,14.6188,64215200
24/04/98,14.4641,14.6574,14.2119,14.2506,51436000
27/04/98,13.8453,14.0046,13.6906,13.9706,58752000
28/04/98,14.2506,14.2707,13.771,13.9025,56668000
29/04/98,13.9319,14.1547,13.8639,14,50061600
30/04/98,14.1547,14.1733,13.8747,13.9412,54473600
01/05/98,13.952,14,13.6318,13.8639,35996000
04/05/98,13.7973,13.9025,13.604,13.6225,37899600
05/05/98,13.5545,13.8546,13.4586,13.5746,50828000
06/05/98,13.5359,13.5359,13.3039,13.3611,48110800
07/05/98,13.3333,13.3425,12.8692,12.897,78022000
08/05/98,12.665,13.3224,12.665,13.2652,96274800
11/05/98,13.3224,13.3333,13.0037,13.0331,51474400
12/05/98,12.8784,13.2652,12.8784,13.2559,64147200
13/05/98,13.72,13.7293,13.3812,13.4493,80680400
14/05/98,13.2837,14.0773,13.2745,13.7587,94774400
15/05/98,13.9412,13.952,13.7293,13.836,48150800
18/05/98,13.0718,13.3812,13.0718,13.3131,80395600
19/05/98,13.2745,13.4493,13.2358,13.3812,52234400
20/05/98,13.3224,13.4384,13.2064,13.2652,35698800
21/05/98,13.2745,13.5158,13.2265,13.3611,36680000
22/05/98,13.3998,13.4199,13.2172,13.2358,36129200
26/05/98,13.1971,13.3333,12.9171,12.9357,44473600
27/05/98,12.8197,13.3224,12.8197,13.3039,58574400
28/05/98,13.2652,13.3611,13.1584,13.3518,30746800
29/05/98,13.3611,13.3812,13.1105,13.1198,34091200
01/06/98,12.9744,13.0888,12.8583,12.9558,42436800
02/06/98,13.0037,13.2946,12.9744,13.2265,38570800
03/06/98,13.2837,13.3719,13.013,13.0424,36010800
04/06/98,13.1012,13.3224,12.9357,13.3131,33717600
05/06/98,13.2837,13.3812,13.1105,13.3425,34431600
08/06/98,13.2451,13.3518,13.1492,13.2559,18886400
09/06/98,13.1971,13.5452,13.1878,13.4678,35690400
10/06/98,13.3998,13.6705,13.2837,13.3039,33290400
11/06/98,13.3719,13.4771,13.1677,13.1971,41271200
12/06/98,13.1291,13.3224,12.9945,13.2652,41323600
15/06/98,13.1012,13.5065,13.0811,13.2946,42846000
16/06/98,13.3518,13.9134,13.2265,13.9025,61138400
17/06/98,13.9134,14.2893,13.884,14.0866,76147600
18/06/98,14.0479,14.1934,13.9799,14.1067,39228400
19/06/98,14.3666,14.6574,14.3094,14.6482,91226800
22/06/98,14.6574,14.8415,14.4935,14.8214,48969600
23/06/98,14.8214,15.6042,14.7348,15.5856,124675200
24/06/98,15.731,16.2616,15.4603,16.2338,105724800
25/06/98,16.3777,16.5324,15.6815,15.7109,88969600
26/06/98,15.8177,16.1843,15.779,16.1565,55680400
29/06/98,16.3204,16.6592,16.2818,16.6205,65906000
30/06/98,16.2818,16.7938,16.1843,16.7644,77010000
01/07/98,16.8804,17.0351,16.5819,16.9191,53470400
02/07/98,16.8325,16.8804,16.571,16.5911,27321200
06/07/98,16.5324,16.7165,16.3003,16.6778,35307600
07/07/98,16.6778,16.7938,16.4751,16.6979,32422800
08/07/98,16.7257,17.0351,16.5138,16.9965,41553600
09/07/98,17.0166,17.326,16.9779,17.1713,43690000
10/07/98,17.1898,17.5193,16.9965,17.51,45396800
13/07/98,17.6539,18.2928,17.5766,18.1861,69223200
14/07/98,18.2928,18.3702,17.8674,18.0221,56972400
15/07/98,17.9447,18.2541,17.886,18.1567,48690000
16/07/98,18.2634,18.3887,18.0407,18.1567,65125200
17/07/98,18.1768,18.5047,17.9355,18.2448,83108400
20/07/98,18.2835,18.4862,18.07,18.0994,45794800
21/07/98,18.0793,18.4088,17.4033,17.4513,74605200
22/07/98,17.326,18.1381,17.3058,18.0608,71654400
23/07/98,17.9927,18.1768,17.4807,17.4807,51029600
24/07/98,17.5967,17.886,17.4033,17.606,60366400
27/07/98,17.4992,18.0608,17.1233,18.0608,58998000
28/07/98,17.9447,18.0793,17.326,17.3646,78378400
29/07/98,17.5193,17.674,17.0258,17.1233,59738000
30/07/98,17.3167,17.5766,17.1326,17.5487,72746400
31/07/98,17.4714,17.5611,17.0073,17.0073,53705200
03/08/98,16.8804,17.1511,16.6097,16.7752,73566400
04/08/98,16.8031,16.9578,16.1178,16.1657,91412000
05/08/98,16.107,16.4365,15.7016,16.1363,120208800
06/08/98,16.0497,16.5432,16.0296,16.5324,68308000
07/08/98,16.6205,16.6298,16.2524,16.3777,54972400
10/08/98,16.3684,16.4457,16.1565,16.1565,46763200
11/08/98,15.9136,16.1456,15.779,16.0018,60976400
12/08/98,16.1363,16.2725,15.9337,16.2524,53760000
13/08/98,16.107,16.3978,16.0497,16.0791,51193200
14/08/98,16.1951,16.2524,16.011,16.1271,29566400
17/08/98,16.011,16.6097,15.9337,16.6004,54073200
18/08/98,16.6871,17.2966,16.6097,17.2099,70591200
19/08/98,17.3646,17.442,17.0552,17.1032,55709600
20/08/98,17.0351,17.442,16.9686,17.4126,49970400
21/08/98,17.1898,17.3058,16.8232,17.1125,59523600
24/08/98,17.0645,17.326,17.0166,17.0738,26319200
25/08/98,17.2285,17.5874,17.1898,17.4513,58026800
26/08/98,17.2099,17.5967,17.1511,17.4126,44804400
27/08/98,17.1032,17.442,16.7845,16.9005,74874000
28/08/98,16.7458,16.9578,16.2044,16.2818,72730000
31/08/98,16.223,16.4751,14.8121,14.8415,132690400
01/09/98,14.7348,15.7403,14.6188,15.663,140112400
02/09/98,15.7496,16.1271,15.5083,15.5562,63438400
03/09/98,15.2762,15.5856,15.2174,15.3536,67506800
04/09/98,15.4216,15.5083,14.8694,14.9467,50890400
08/09/98,15.4696,15.7883,15.3242,15.7744,60625600
09/09/98,15.8177,16.1565,15.7202,15.8177,65480800
10/09/98,15.4696,15.6429,15.267,15.5856,60758000
11/09/98,15.6429,16.1843,15.4882,16.1271,58989200
14/09/98,16.2338,16.5618,16.223,16.3978,45086800
15/09/98,16.3777,16.7752,16.2616,16.7551,49367600
16/09/98,16.6871,16.7845,16.4163,16.7366,42886800
17/09/98,16.291,16.4751,16.2137,16.2338,45178400
18/09/98,16.3591,16.4365,16.1363,16.3003,47361600
21/09/98,15.8563,16.7165,15.8362,16.6871,45872000
22/09/98,16.7752,16.9965,16.5138,16.8913,43082000
23/09/98,16.9578,17.6152,16.7845,17.5766,65263600
24/09/98,17.4992,17.7313,16.8619,17.0351,63521600
25/09/98,16.8804,17.4992,16.8031,17.4899,47878400
28/09/98,17.4807,17.6926,16.9779,17.2192,41405200
29/09/98,17.2966,17.6353,17.2285,17.4605,48743200
30/09/98,17.3739,17.5673,17.0212,17.0258,38875600
01/10/98,16.7165,16.9392,16.0884,16.0977,65442400
02/10/98,15.9909,16.2725,15.6243,16.107,65889600
05/10/98,15.8563,15.9136,14.9282,15.6537,114937600
06/10/98,15.8563,16.0296,15.0628,15.1014,76550000
07/10/98,15.0628,15.4309,14.444,14.56,90710400
08/10/98,14.0093,14.2119,13.5746,14.1067,144719200
09/10/98,14.4161,15.0055,14.2707,14.9854,72661600
12/10/98,15.3536,15.6243,15.2376,15.4309,51502800
